song_id,title,artist,genre,release_year
T000428,Knockin' on Heaven's Door (Studio Version),アヴリル・ラヴィーン,ポップ,2011
T000429,明日はない,SHISHAMO,ロック,2020
T000430,Always You(Live at 日本武道館),milet,J-Pop,2024
T000431,MAR-Z,マカロニえんぴつ,ロック,2017
T000432,Eyes Wide Shut,"ILLENIUM, アヴリル・ラヴィーン & トラヴィス・バーカー",ダンス,2023
T000433,ウルトラセブンの歌,"水木一郎, ビッグ・ライツ & 森の木児童合唱団",アニメ,2016
T000434,ひっくりかえす,フレデリック,ロック,2015
T000435,Sooner Than Later (feat. The Quiett),東方神起,K-Pop,2018
T000436,VACATIONING,宮野真守,J-Pop,2025
T000437,PRIDE -5Key(原曲歌手:HIGH and MIGHTY COLOR),歌っちゃ王,カラオケ,2024
T000438,BLUE (Remastered 2018),宇多田ヒカル,J-Pop,2006
T000439,I believe in my heart<instrumental>,fripSide,アニメ,2018
T000440,君は運命の人,舟津真翔,J-Pop,2023
T000441,Koiは優しくない,King & Prince,J-Pop,2021
T000442,コン・バトラーVのテーマ (超電磁ロボ コン・バトラーV) [LIVE],水木一郎,アニメ,2005
T000443,ユーモア,King Gnu,オルタナティブ,2020
T000444,A Drink with the Queen of Wands,Valentina Magaletti,エレクトロニック,2024
T000445,君が猫で僕が犬,クリープハイプ,ロック,2017
T000446,どうよ?,nobodyknows+,ヒップホップ／ラップ,2005
T000447,ちいさなほのお,SCANDAL,ロック,2016
T000448,メロディー,安全地帯,ロック,2007
T000449,YOUNG LOVE,"KEIJU, SALU & WILYWNKA",ヒップホップ／ラップ,2025
T000450,"Queen's illusion【「怪盗クイーンの優雅な休暇」主題歌】 (feat. 莉犬, ばぁう & ちぐさくん)",あにぱに,J-Pop,2025
T000451,Do you realize?,fhána,J-Pop,2018
T000452,アド,"Hi,how are you?",J-Pop,2014
T000453,イランイラン,マカロニえんぴつ,ロック,2017
T000454,two of us (A Spring Breath ver.),flumpool,ロック,2022
T000455,退屈を再演しないで,Eve,J-Pop,2022
T000456,SEE U LATER -JP Ver.-,BLACKPINK,K-Pop,2018
T000457,積丹(シャコタン)半島,天童よしみ,演歌,2015
T000458,Crazy Crazy (feat. Charli XCX & Kyary Pamyu Pamyu) -remix-,中田ヤスタカ,エレクトロニック,2017
T000459,花は咲く,石川さゆり,歌謡曲,2012
T000460,グリーン・デイ,キンヨウノヨル,オルタナティブ,2025
T000461,地球ぴょんぴょん(NHKおかあさんといっしょ),横山だいすけ・三谷たくみ(NHKおかあさんといっしょ),チルドレン・ミュージック,2014
T000462,スピード,SIX LOUNGE,ロック,2021
T000463,あなたをただ愛している,Do As Infinity,J-Pop,2020
T000464,Yellow (Live),コールドプレイ,オルタナティブ,2012
T000465,GLORIOUS,愛内里菜,J-Pop,2006
T000466,霧と繭 (Kiri To Mayu),DIR EN GREY,メタル,2012
T000467,両成敗でいいじゃない(Remix by STUTS),ゲスの極み乙女,J-Pop,2022
T000468,二時間だけのバカンス (feat. 椎名林檎),宇多田ヒカル,J-Pop,2016
T000469,六本木心中,JUJU,歌謡曲,2016
T000470,季節,星野源,J-Pop,2013
T000471,BOOMPALA (Short ver.),LE SSERAFIM,K-Pop,2026
T000472,Gas,Tomoo Kosugi,ニューエイジ,2020
T000473,ベイビーシーサー,MONGOL800,オルタナティブ,2009
T000474,Going My Way!,シャノ & 40mP,J-Pop,2015
T000475,愛の灯~君とメリークリスマス~(SMAP(スマップ)/オリジナルアーティスト) (ジャニーズ/Johnny's) [オルゴール],ヒーリング オルゴール 528Hz CCAメロディーズ,ホリデー,2014
T000476,ココロ*パレット (feat. GUMI),40mP,アニメ,2014
T000477,あいみょん,John Tremendous,ロック,2024
T000478,街 (リマスター・バージョン),THE BLUE HEARTS,ロック,1990
T000479,ブレーメンの音楽隊,守時タツミ,チルドレン・ミュージック,2013
T000480,Sunny Morning,フジファブリック,ロック,2005
T000481,"同盟 (feat. 花譜, 理芽, 春猿火, ヰ世界情緒 & 幸祜)",V.W.P,J-Pop,2024
T000482,月光ソナタ (第1楽章),及川浩治,クラシック,2011
T000483,惰星のマーチ,sumika,J-Pop,2021
T000484,BANANA,CREAM,J-Pop,2019
T000485,オアシス,エミ・マイヤー,ジャズ,2010
T000486,僕の中の少年<インスト>,トーマス・ハーデン・トリオ,ジャズ,2013
T000487,Fight For Liberty(album ver.),UVERworld,ロック,2014
T000488,Every Little Thing (feat. Teki Latex and Irfane),Para One,エレクトロニック,2012
T000489,君と僕とのスケッチブック,HOME MADE 家族,J-Pop,2012
T000490,All Mine,ONE OK ROCK,ロック,2013
T000491,Why I'm Me,RIZE,ロック,2000
T000492,シンデレラボーイ +5Key(原曲歌手:Saucy Dog),歌っちゃ王,カラオケ,2021
T000493,Kiss Me Dead,Magic Wands,オルタナティブ,2012
T000494,Thread of fate (Re:boot),T.M.Revolution,ロック,2015
T000495,泣かへんわ,天童よしみ,演歌,2015
T000496,粉雪,中島 美嘉,J-Pop,2021
T000497,殻,Wakana,J-Pop,2023
T000498,さらばシベリア鉄道,福山 雅治,J-Pop,2015
T000499,花になれ (Ryu-Take 2023 ver.),flumpool,ロック,2008
T000500,おどりゃんせ,ユリイ・カノン & 初音ミク,アニメ,2016
